token sentstart
Mondesstrahlen 52901
auf 52916
. 52919
Es 52921
schien 52924
, 52930
als 52932
wenn 52936
nun 52941
erst 52945
die 52950
Sehkraft 52954
entzündet 52963
würde 52974
; 52980
immer 52982
lebendiger 52988
und 52999
lebendiger 53003
flammten 53014
die 53023
Blicke 53027
. 53033
Nathanael 53035

  53044
lag 53046
wie 53050
festgezaubert 53054
im 53068
Fenster 53071
, 53078
immer 53080
fort 53086
und 53091
fort 53095
die 53100
himmlisch-schöne 53104
Olimpia 53122

  53129
betrachtend 53131
. 53142
Ein 53144
Räuspern 53148
und 53158
Scharren 53162
weckte 53171
ihn 53178
wie 53182
aus 53186
tiefem 53190
Traum 53197
. 53202
Coppola 53204

  53211
stand 53213
hinter 53219
ihm 53226
: 53229
„Tre 53231
Zechini 53238
� 53246
� 53248
drei 53250
Dukat.“ 53255
� 53265
� 53267
Nathanael 53269

  53278
hatte 53280
den 53286
Optikus 53290
rein 53298
vergessen 53303
, 53312
rasch 53314
zahlte 53320
er 53327
das 53330
Verlangte 53334
. 53343
„Nick 53345
so 53353
? 53355
� 53357
� 53359
sköne 53361
Glas 53368
� 53373
� 53375
sköne 53377
Glas 53384
! 53388
“ 53389
frug 53393
Coppola 53398

  53405
mit 53407
seiner 53411
widerwärtigen 53418
heisern 53433
Stimme 53441
und 53448
dem 53452
hämischen 53456
Lächeln 53467
. 53475
„Ja 53477
, 53482
ja 53484
, 53486
ja 53488
! 53490
“ 53491
erwiderte 53495
Nathanael 53505

  53514
verdrießlich 53516
. 53529
„Adieu 53531
, 53539
lieber 53541
Freund 53548
! 53554
“ 53555
� 53559
� 53561
Coppola 53563
verließ 53571
, 53579
nicht 53581
ohne 53587
viele 53592
seltsame 53598
Seitenblicke 53607
auf 53620
Nathanael 53624

 53633
, 53634
das 53636
Zimmer 53640
. 53646
Er 53648
hörte 53651
ihn 53658
auf 53662
der 53666
Treppe 53670
laut 53677
lachen 53682
. 53688
„Nun 53690
ja“ 53697
, 53702
meinte 53704
Nathanael 53711

 53720
, 53721
„er 53723
lacht 53729
mich 53735
aus 53740
, 53743
weil 53745
ich 53750
ihm 53754
das 53758
kleine 53762
Perspektiv 53769
gewiß 53780
viel 53787
zu 53792
teuer 53795
bezahlt 53801
habe 53809
� 53814
� 53816
zu 53818
teuer 53821
bezahlt 53827
! 53834
“ 53835
� 53839
� 53841
Indem 53843
er 53849
diese 53852
Worte 53858
leise 53864
sprach 53870
, 53876
war 53878
es 53882
, 53884
als 53886
halle 53890
ein 53896
tiefer 53900
Todesseufzer 53907
grauenvoll 53920
durch 53931
das 53937
Zimmer 53941
, 53947
Nathanaels 53949
Atem 53960
stockte 53965
vor 53973
innerer 53977
Angst 53985
. 53990
� 53992
� 53994
Er 53996
hatte 53999
ja 54005
aber 54008
selbst 54013
so 54020
aufgeseufzt 54023
, 54034
das 54036
merkte 54040
er 54047
wohl 54050
. 54054
„Klara“ 54056
, 54067
sprach 54069
er 54076
zu 54079
sich 54082
selber 54087
, 54093
„hat 54095
wohl 54102
recht 54107
, 54112
daß 54114
sie 54119
mich 54123
für 54128
einen 54133
abgeschmackten 54139
Geisterseher 54154
hält 54167
; 54172
aber 54174
närrisch 54179
ist 54189
es 54193
doch 54196
� 54201
� 54203
ach 54205
, 54208
wohl 54210
mehr 54215
als 54220
närrisch 54224
, 54233
daß 54235
mich 54240
der 54245
dumme 54249
Gedanke 54255
, 54262
ich 54264
hätte 54268
das 54275
Glas 54279
dem 54284
Coppola 54288

  54295
zu 54297
teuer 54300
bezahlt 54306
, 54313
noch 54315
jetzt 54320
so 54326
sonderbar 54329
ängstigt 54339
; 54348
den 54350
Grund 54354
davon 54360
sehe 54366
ich 54371
gar 54375
nicht 54379
ein.“ 54385
� 54393
� 54395
Jetzt 54397
setzte 54403
er 54410
sich 54413
hin 54418
, 54421
um 54423
den 54426
Brief 54430
an 54436
Klara 54439

  54444
zu 54446
enden 54449
, 54454
aber 54456
ein 54461
Blick 54465
durchs 54471
Fenster 54478
überzeugte 54486
ihn 54498
, 54501
daß 54503
Olimpia 54508

  54515
noch 54517
dasäße 54522
, 54530
und 54532
im 54536
Augenblick 54539
, 54549
wie 54551
von 54555
unwiderstehlicher 54559
Gewalt 54577
getrieben 54584
, 54593
sprang 54595
er 54602
auf 54605
, 54608
ergriff 54610
Coppolas 54618

  54626
Perspektiv 54628
und 54639
konnte 54643
nicht 54650
los 54656
von 54660
Olimpias 54664

  54672
verführerischem 54674
Anblick 54691
, 54698
bis 54700
ihn 54704
Freund 54708
und 54715
Bruder 54719
Siegmund 54726

  54734
abrief 54736
ins 54743
Collegium 54747
bei 54757
dem 54761
Professor 54765
Spallanzani 54775

 54786
. 54787
Die 54789
Gardine 54793
vor 54801
dem 54805
verhängnisvollen 54809
Zimmer 54827
war 54834
dicht 54838
zugezogen 54844
, 54853
er 54855
konnte 54858
Olimpia 54865

  54872
ebensowenig 54874
hier 54886
als 54891
die 54895
beiden 54899
folgenden 54906
Tage 54916
hindurch 54921
in 54930
ihrem 54933
Zimmer 54939
entdecken 54946
, 54955
unerachtet 54957
er 54968
kaum 54971
das 54976
Fenster 54980
verließ 54988
und 54997
fortwährend 55001
durch 55014
Coppolas 55020

  55028
Perspektiv 55030
hinüberschaute 55041
. 55056
Am 55058
dritten 55061
Tage 55069
wurden 55074
sogar 55081
die 55087
Fenster 55091
verhängt 55099
. 55108
Ganz 55110
verzweifelt 55115
und 55127
getrieben 55131
von 55141
Sehnsucht 55145
und 55155
glühendem 55159
Verlangen 55170
, 55179
lief 55181
er 55186
hinaus 55189
vors 55196
Tor 55201
. 55204
Olimpias 55206

  55214
Gestalt 55216
schwebte 55224
vor 55233
ihm 55237
her 55241
in 55245
den 55248
Lüften 55252
und 55260
trat 55264
aus 55269
dem 55273
Gebüsch 55277
und 55286
guckte 55290
ihn 55297
an 55301
mit 55304
großen 55308
strahlenden 55316
Augen 55328
aus 55334
dem 55338
hellen 55342
Bach 55349
. 55353
Klaras 55355

  55361
Bild 55363
war 55368
ganz 55372
aus 55377
seinem 55381
Innern 55388
gewichen 55395
, 55403
er 55405
dachte 55408
nichts 55415
als 55422
Olimpia 55426

  55433
und 55435
klagte 55439
ganz 55446
laut 55451
und 55456
weinerlich 55460
: 55470
„Ach 55472
, 55478
du 55480
mein 55483
hoher 55488
herrlicher 55494
Liebesstern 55505
, 55516
bist 55518
du 55523
mir 55526
denn 55530
nur 55535
aufgegangen 55539
, 55550
um 55552
gleich 55555
wieder 55562
zu 55569
verschwinden 55572
und 55585
mich 55589
zu 55594
lassen 55597
in 55604
finstrer 55607
hoffnungsloser 55616
Nacht 55631
? 55636
“ 55637

 55641
Als 55642
er 55646
zurückkehren 55649
wollte 55663
in 55670
seine 55673
Wohnung 55679
, 55686
wurde 55688
er 55694
in 55697
Spallanzanis 55700
Hause 55713
ein 55719
geräuschvolles 55723
Treiben 55739
gewahr 55747
. 55753
Die 55755
Türen 55759
standen 55766
offen 55774
, 55779
man 55781
trug 55785
allerlei 55790
Geräte 55799
hinein 55807
, 55813
die 55815
Fenster 55819
des 55827
ersten 55831
Stocks 55838
waren 55845
ausgehoben 55851
, 55861
geschäftige 55863
Mägde 55876
kehrten 55883
und 55891
stäubten 55895
, 55904
mit 55906
großen 55910
Haarbesen 55918
hin 55928
und 55932
her 55936
fahrend 55940
, 55947
inwendig 55949
klopften 55958
und 55967
hämmerten 55971
Tischler 55982
und 55991
Tapezierer 55995
. 56005
Nathanael 56007

  56016
blieb 56018
in 56024
vollem 56027
Erstaunen 56034
auf 56044
der 56048
Straße 56052
stehen 56060
; 56066
da 56068
trat 56071
Siegmund 56076

  56084
lachend 56086
zu 56094
ihm 56097
und 56101
sprach 56105
: 56111
„Nun 56113
, 56119
was 56121
sagst 56125
du 56131
zu 56134
unserem 56137
alten 56145
Spallanzani 56151
? 56162
“ 56163
Nathanael 56167

  56176
versicherte 56178
, 56189
daß 56191
er 56196
gar 56199
nichts 56203
sagen 56210
könne 56216
, 56222
da 56224
er 56227
durchaus 56230
nichts 56239
vom 56246
Professor 56250
wisse 56260
, 56265
vielmehr 56267
mit 56276
großer 56280
Verwunderung 56288
wahrnehme 56301
, 56310
wie 56312
in 56316
dem 56319
stillen 56323
düstern 56331
Hause 56340
ein 56346
tolles 56350
Treiben 56357
und 56365
Wirtschaften 56369
losgegangen 56382
; 56393
da 56395
erfuhr 56398
er 56405
denn 56408
von 56413
Siegmund 56417

 56425
, 56426
daß 56428
Spallanzani 56433
morgen 56445
ein 56452
großes 56456
Fest 56464
geben 56469
wolle 56475
, 56480
Konzert 56482
und 56490
Ball 56494
, 56498
und 56500
daß 56504
die 56509
halbe 56513
Universität 56519
eingeladen 56532
sei 56543
. 56546
Allgemein 56548
verbreite 56558
man 56568
, 56571
daß 56573
Spallanzani 56578
seine 56590
Tochter 56596
Olimpia 56604

 56611
, 56612
die 56614
er 56618
so 56621
lange 56624
jedem 56630
menschlichen 56636
Auge 56649
recht 56654
ängstlich 56660
entzogen 56671
, 56679
zum 56681
erstenmal 56685
erscheinen 56695
lassen 56706
werde 56713
. 56718

 56720
Nathanael 56721

  56730
fand 56732
eine 56737
Einladungskarte 56742
und 56758
ging 56762
mit 56767
hochklopfendem 56771
Herzen 56786
zur 56793
bestimmten 56797
Stunde 56808
, 56814
als 56816
schon 56820
die 56826
Wagen 56830
rollten 56836
und 56844
die 56848
Lichter 56852
in 56860
den 56863
geschmückten 56867
Sälen 56881
schimmerten 56888
, 56899
zum 56901
Professor 56905
. 56914
Die 56916
Gesellschaft 56920
war 56933
zahlreich 56937
und 56947
glänzend 56951
. 56960
Olimpia 56962

  56969
erschien 56971
sehr 56980
reich 56985
und 56991
geschmackvoll 56995
gekleidet 57009
. 57018
Man 57020
mußte 57024
ihr 57031
schöngeformtes 57035
Gesicht 57051
, 57058
ihren 57060
Wuchs 57066
bewundern 57072
. 57081
Der 57083
etwas 57087
seltsam 57093
eingebogene 57101
Rücken 57113
, 57120
die 57122
wespenartige 57126
Dünne 57139
des 57146
Leibes 57150
schien 57157
von 57164
zu 57168
starkem 57171
Einschnüren 57179
bewirkt 57192
zu 57200
sein 57203
. 57207
In 57209
Schritt 57212
und 57220
Stellung 57224
hatte 57233
sie 57239
etwas 57243
Abgemessenes 57249
und 57262
Steifes 57266
, 57273
das 57275
manchem 57279
unangenehm 57287
auffiel 57298
; 57305
man 57307
schrieb 57311
es 57319
dem 57322
Zwange 57326
zu 57333
, 57335
den 57337
ihr 57341
die 57345
Gesellschaft 57349
auflegte 57362
. 57370
Das 57372
Konzert 57376
begann 57384
. 57390
Olimpia 57392

  57399
spielte 57401
den 57409
Flügel 57413
mit 57421
großer 57425
Fertigkeit 57433
und 57444
trug 57448
ebenso 57453
eine 57460
Bravourarie 57465
mit 57477
heller 57481
, 57487
beinahe 57489
schneidender 57497
Glasglockenstimme 57510
vor 57528
. 57531
Nathanael 57533

  57542
war 57544
ganz 57548
entzückt 57553
; 57562
er 57564
stand 57567
in 57573
der 57576
hintersten 57580
Reihe 57591
und 57597
konnte 57601
im 57608
blendenden 57611
Kerzenlicht 57622
Olimpias 57634
Züge 57643
nicht 57649
ganz 57655
erkennen 57660
. 57668
Ganz 57670
unvermerkt 57675
nahm 57686
er 57691
deshalb 57694
Coppolas 57702

  57710
Glas 57712
hervor 57717
und 57724
schaute 57728
hin 57736
nach 57740
der 57745
schönen 57749
Olimpia 57758

 57765
. 57766
Ach 57768
! 57771
� 57773
� 57775
da 57777
wurde 57780
er 57786
gewahr 57789
, 57795
wie 57797
sie 57801
voll 57805
Sehnsucht 57810
nach 57820
ihm 57825
herübersah 57829
, 57840
wie 57842
jeder 57846
Ton 57852
erst 57856
deutlich 57861
aufging 57870
in 57878
dem 57881
Liebesblick 57885
, 57896
der 57898
zündend 57902
sein 57911
Inneres 57916
durchdrang 57924
. 57934
Die 57936
künstlichen 57940
Rouladen 57953
schienen 57962
dem 57971
Nathanael 57975

  57984
das 57986
Himmelsjauchzen 57990
des 58006
in 58010
Liebe 58013
verklärten 58019
Gemüts 58031
, 58038
und 58040
als 58044
nun 58048
endlich 58052
nach 58060
der 58065
Kadenz 58069
der 58076
lange 58080
Trillo 58086
recht 58093
schmetternd 58099
durch 58111
den 58117
Saal 58121
gellte 58126
, 58132
konnte 58134
er 58141
, 58143
wie 58145
von 58149
glühenden 58153
� 58164
� 58165
rmen 58166
plötzlich 58171
erfaßt 58182
, 58189
sich 58191
nicht 58196
mehr 58202
halten 58207
, 58213
er 58215
mußte 58218
vor 58225
Schmerz 58229
und 58237
Entzücken 58241
laut 58252
aufschreien 58257
: 58268
„Olimpia 58270
! 58280
“ 58281
� 58285
� 58287
Alle 58289
sahen 58294
sich 58300
um 58305
nach 58308
ihm 58313
, 58316
manche 58318
lachten 58325
. 58332
Der 58334
Domorganist 58338
schnitt 58350
aber 58358
noch 58363
ein 58368
finstreres 58372
Gesicht 58383
als 58391
vorher 58395
und 58402
sagte 58406
bloß 58412
: 58417
„Nun 58419
, 58425
nun 58427
! 58430
“ 58431
� 58435
� 58437
Das 58439
Konzert 58443
war 58451
zu 58455
Ende 58458
, 58462
der 58464
Ball 58468
fing 58473
an 58478
. 58480
Mit 58482
ihr 58486
zu 58490
tanzen 58493
! 58499
� 58501
� 58503
mit 58505
ihr 58509
! 58512
das 58514
war 58518
nun 58522
dem 58526
Nathanael 58530

  58539
das 58541
Ziel 58545
aller 58550
Wünsche 58556
, 58564
alles 58566
Strebens 58572
; 58580
aber 58582
wie 58587
sich 58591
erheben 58596
zu 58604
dem 58607
Mut 58611
, 58614
sie 58616
, 58619
die 58621
Königin 58625
des 58634
Festes 58638
, 58644
aufzufordern 58646
? 58658
Doch 58660
! 58664
� 58666
� 58668
er 58670
selbst 58673
wußte 58680
nicht 58687
, 58692
wie 58694
es 58698
geschah 58701
, 58708
daß 58710
er 58715
, 58717
als 58719
schon 58723
der 58729
Tanz 58733
angefangen 58738
, 58748
dicht 58750
neben 58756
Olimpia 58762

  58769
stand 58771
, 58776
die 58778
noch 58782
nicht 58787
aufgefordert 58793
worden 58806
, 58812
und 58814
daß 58818
er 58823
, 58825
kaum 58827
vermögend 58832
, 58842
einige 58844
Worte 58851
zu 58857
stammeln 58860
, 58868
ihre 58870
Hand 58875
ergriff 58880
. 58887
Eiskalt 58889
war 58897
Olimpias 58901

  58909
Hand 58911
, 58915
er 58917
fühlte 58920
sich 58928
durchbebt 58933
von 58943
grausigem 58947
Todesfrost 58957
, 58967
er 58969
starrte 58972
Olimpia 58980

  58987
ins 58989
Auge 58993
, 58997
das 58999
strahlte 59003
ihm 59012
voll 59016
Liebe 59021
und 59027
Sehnsucht 59031
entgegen 59041
, 59049
und 59051
in 59055
dem 59058
Augenblick 59062
war 59073
es 59077
auch 59080
, 59084
als 59086
fingen 59090
an 59097
in 59100
der 59103
kalten 59107
Hand 59114
Pulse 59119
zu 59125
schlagen 59128
und 59137
des 59141
Lebensblutes 59145
Ströme 59158
zu 59166
glühen 59169
. 59176
Und 59178
auch 59182
in 59187
Nathanaels 59190
Innerm 59201
glühte 59208
höher 59216
auf 59223
die 59227
Liebeslust 59231
, 59241
er 59243
umschlang 59246
die 59256
schöne 59260
Olimpia 59268

  59275
und 59277
durchflog 59281
mit 59291
ihr 59295
die 59299
Reihen 59303
. 59309
� 59311
� 59313
Er 59315
glaubte 59318
sonst 59326
recht 59332
taktmäßig 59338
getanzt 59350
zu 59358
haben 59361
, 59366
aber 59368
an 59373
der 59376
ganz 59380
eignen 59385
rhythmischen 59392
Festigkeit 59405
, 59415
womit 59417
Olimpia 59423

  59430
tanzte 59432
und 59439
die 59443
ihn 59447
oft 59451
ordentlich 59455
aus 59466
der 59470
Haltung 59474
brachte 59482
, 59489
merkte 59491
er 59498
bald 59501
, 59505
wie 59507
sehr 59511
ihm 59516
der 59520
Takt 59524
gemangelt 59529
. 59538
Er 59540
wollte 59543
jedoch 59550
mit 59557
keinem 59561
andern 59568
Frauenzimmer 59575
mehr 59588
tanzen 59593
und 59600
hätte 59604
jeden 59611
, 59616
der 59618
sich 59622
Olimpia 59627

  59634
näherte 59636
, 59644
um 59646
sie 59649
aufzufordern 59653
, 59665
nur 59667
gleich 59671
ermorden 59678
mögen 59687
. 59693
Doch 59695
nur 59700
zweimal 59704
geschah 59712
dies 59720
, 59724
zu 59726
seinem 59729
Erstaunen 59736
blieb 59746
darauf 59752
Olimpia 59759

  59766
bei 59768
jedem 59772
Tanze 59778
sitzen 59784
, 59790
und 59792
er 59796
ermangelte 59799
nicht 59810
, 59815
immer 59817
wieder 59823
sie 59830
aufzuziehen 59834
. 59845
Hätte 59847
Nathanael 59854

  59863
außer 59865
der 59872
schönen 59876
Olimpia 59885

  59892
noch 59894
etwas 59899
anders 59905
zu 59912
sehen 59915
vermocht 59921
, 59929
so 59931
wäre 59934
allerlei 59940
fataler 59949
Zank 59957
und 59962
Streit 59966
unvermeidlich 59973
gewesen 59987
; 59994
denn 59996
offenbar 60001
ging 60010
das 60015
halbleise 60019
, 60028
mühsam 60030
unterdrückte 60038
Gelächter 60052
, 60062
was 60064
sich 60068
in 60073
diesem 60076
und 60083
jenem 60087
Winkel 60093
unter 60100
den 60106
jungen 60110
Leuten 60117
erhob 60124
, 60129
auf 60131
die 60135
schöne 60139
Olimpia 60147

 60154
, 60155
die 60157
sie 60161
mit 60165
ganz 60169
kuriosen 60174
Blicken 60183
verfolgten 60191
, 60201
man 60203
konnte 60207
gar 60214
nicht 60218
wissen 60224
, 60230
warum 60232
. 60237
Durch 60239
den 60245
Tanz 60249
und 60254
durch 60258
den 60264
reichlich 60268
genossenen 60278
Wein 60289
erhitzt 60294
, 60301
hatte 60303
Nathanael 60309

  60318
alle 60320
ihm 60325
sonst 60329
eigne 60335
Scheu 60341
abgelegt 60347
. 60355
Er 60357
saß 60360
neben 60365
Olimpia 60371

 60378
, 60379
ihre 60381
Hand 60386
in 60391
der 60394
seinigen 60398
, 60406
und 60408
sprach 60412
hochentflammt 60419
und 60433
begeistert 60437
von 60448
seiner 60452
Liebe 60459
in 60465
Worten 60468
, 60474
die 60476
keiner 60480
verstand 60487
, 60495
weder 60497
er 60503
noch 60506
Olimpia 60511

 60518
. 60519
Doch 60521
diese 60526
